Timestamp,Position,Rotation,Fps,UserID,DisplayID
1628428139923,"(-0.131, 1.882, -1.746)","(0.061, 0.033, -0.024, 0.997)",73.2203751,U081459,Gufo_01
1628428139937,"(-0.131, 1.882, -1.747)","(0.062, 0.033, -0.024, 0.997)",72.45327,U081459,Gufo_01
1628428139951,"(-0.130, 1.881, -1.747)","(0.063, 0.033, -0.025, 0.997)",70.72136,U081459,Gufo_01
1628428139965,"(-0.129, 1.881, -1.748)","(0.063, 0.033, -0.025, 0.997)",72.23659,U081459,Gufo_01
1628428139979,"(-0.129, 1.881, -1.748)","(0.064, 0.033, -0.026, 0.997)",71.65531,U081459,Gufo_01
1628428139993,"(-0.128, 1.881, -1.749)","(0.065, 0.034, -0.026, 0.997)",72.229805,U081459,Gufo_01
1628428140007,"(-0.127, 1.881, -1.749)","(0.065, 0.034, -0.026, 0.997)",71.52871,U081459,Gufo_01
1628428140020,"(-0.126, 1.881, -1.749)","(0.066, 0.034, -0.026, 0.997)",72.98364,U081459,Gufo_01
1628428140034,"(-0.125, 1.881, -1.749)","(0.066, 0.034, -0.027, 0.997)",71.185524,U081459,Gufo_01
1628428140048,"(-0.123, 1.881, -1.749)","(0.066, 0.035, -0.028, 0.997)",71.53434,U081459,Gufo_01
1628428140062,"(-0.122, 1.881, -1.749)","(0.065, 0.035, -0.028, 0.997)",73.17537,U081459,Gufo_01
1628428140076,"(-0.121, 1.881, -1.748)","(0.065, 0.036, -0.028, 0.997)",71.42857,U081459,Gufo_01
1628428140090,"(-0.119, 1.881, -1.748)","(0.065, 0.037, -0.028, 0.997)",70.95369,U081459,Gufo_01
1628428140104,"(-0.118, 1.881, -1.748)","(0.065, 0.038, -0.027, 0.997)",73.23754,U081459,Gufo_01
1628428140118,"(-0.116, 1.881, -1.747)","(0.065, 0.039, -0.026, 0.997)",71.03383,U081459,Gufo_01
1628428140132,"(-0.115, 1.881, -1.746)","(0.065, 0.040, -0.026, 0.997)",71.00306,U081459,Gufo_01
1628428140146,"(-0.113, 1.881, -1.746)","(0.064, 0.041, -0.026, 0.997)",73.37565,U081459,Gufo_01
1628428140160,"(-0.111, 1.881, -1.745)","(0.064, 0.042, -0.026, 0.997)",71.56045,U081459,Gufo_01
1628428140174,"(-0.109, 1.881, -1.744)","(0.064, 0.043, -0.025, 0.997)",70.7954559,U081459,Gufo_01
1628428140188,"(-0.107, 1.881, -1.742)","(0.063, 0.043, -0.025, 0.997)",70.36604,U081459,Gufo_01
1628428140201,"(-0.105, 1.881, -1.741)","(0.064, 0.044, -0.024, 0.997)",75.7374954,U081459,Gufo_01
1628428140215,"(-0.102, 1.881, -1.740)","(0.064, 0.044, -0.024, 0.997)",70.14,U081459,Gufo_01
1628428140229,"(-0.100, 1.881, -1.739)","(0.065, 0.044, -0.024, 0.997)",71.54611,U081459,Gufo_01
1628428140243,"(-0.097, 1.881, -1.737)","(0.066, 0.045, -0.024, 0.997)",73.22145,U081459,Gufo_01
1628428140257,"(-0.095, 1.881, -1.736)","(0.066, 0.045, -0.024, 0.996)",71.12426,U081459,Gufo_01
1628428140271,"(-0.092, 1.880, -1.734)","(0.068, 0.045, -0.024, 0.996)",71.22812,U081459,Gufo_01
1628428140285,"(-0.089, 1.880, -1.733)","(0.069, 0.044, -0.024, 0.996)",73.64746,U081459,Gufo_01
1628428140299,"(-0.086, 1.880, -1.731)","(0.071, 0.044, -0.023, 0.996)",70.35367,U081459,Gufo_01
1628428140313,"(-0.083, 1.879, -1.730)","(0.073, 0.044, -0.023, 0.996)",71.44848,U081459,Gufo_01
1628428140327,"(-0.080, 1.879, -1.729)","(0.076, 0.043, -0.023, 0.996)",71.85457,U081459,Gufo_01
1628428140341,"(-0.077, 1.879, -1.727)","(0.078, 0.042, -0.023, 0.996)",71.99891,U081459,Gufo_01
1628428140355,"(-0.074, 1.879, -1.726)","(0.081, 0.042, -0.023, 0.996)",72.00876,U081459,Gufo_01
1628428140369,"(-0.071, 1.879, -1.725)","(0.084, 0.042, -0.022, 0.995)",71.5906754,U081459,Gufo_01
