Timestamp,Position,Rotation,Fps,UserID,DisplayID
1629536368100,"(-0.157, 1.723, -1.629)","(-0.008, -0.010, -0.035, 0.999)",69.08606,U211054,Statua_05
1629536368114,"(-0.158, 1.723, -1.629)","(-0.008, -0.010, -0.034, 0.999)",74.46294,U211054,Statua_05
1629536368128,"(-0.159, 1.723, -1.629)","(-0.008, -0.010, -0.033, 0.999)",71.44133,U211054,Statua_05
1629536368142,"(-0.160, 1.723, -1.629)","(-0.008, -0.009, -0.033, 0.999)",71.71903,U211054,Statua_05
1629536368156,"(-0.161, 1.723, -1.629)","(-0.009, -0.009, -0.033, 0.999)",72.43437,U211054,Statua_05
1629536368170,"(-0.162, 1.723, -1.629)","(-0.009, -0.008, -0.033, 0.999)",71.87109,U211054,Statua_05
1629536368183,"(-0.162, 1.723, -1.629)","(-0.009, -0.007, -0.032, 0.999)",72.90808,U211054,Statua_05
1629536368197,"(-0.163, 1.723, -1.629)","(-0.010, -0.006, -0.032, 0.999)",70.44784,U211054,Statua_05
1629536368211,"(-0.164, 1.723, -1.629)","(-0.010, -0.005, -0.033, 0.999)",71.88194,U211054,Statua_05
1629536368225,"(-0.165, 1.723, -1.629)","(-0.010, -0.004, -0.033, 0.999)",73.312706,U211054,Statua_05
1629536368239,"(-0.166, 1.723, -1.629)","(-0.010, -0.003, -0.033, 0.999)",70.55421,U211054,Statua_05
1629536368253,"(-0.167, 1.723, -1.629)","(-0.010, -0.002, -0.033, 0.999)",71.85095,U211054,Statua_05
1629536368267,"(-0.168, 1.723, -1.629)","(-0.009, -0.001, -0.034, 0.999)",73.41281,U211054,Statua_05
1629536368281,"(-0.169, 1.723, -1.629)","(-0.009, 0.000, -0.034, 0.999)",70.19563,U211054,Statua_05
1629536368295,"(-0.170, 1.723, -1.629)","(-0.009, 0.000, -0.035, 0.999)",72.1235352,U211054,Statua_05
1629536368309,"(-0.170, 1.723, -1.629)","(-0.009, 0.002, -0.035, 0.999)",71.68356,U211054,Statua_05
1629536368322,"(-0.171, 1.723, -1.629)","(-0.009, 0.003, -0.036, 0.999)",73.25363,U211054,Statua_05
1629536368337,"(-0.172, 1.723, -1.629)","(-0.009, 0.004, -0.036, 0.999)",70.1424561,U211054,Statua_05
1629536368350,"(-0.173, 1.723, -1.629)","(-0.009, 0.005, -0.037, 0.999)",72.8353348,U211054,Statua_05
1629536368364,"(-0.174, 1.722, -1.630)","(-0.009, 0.007, -0.037, 0.999)",72.47165,U211054,Statua_05
1629536368379,"(-0.174, 1.722, -1.630)","(-0.009, 0.008, -0.038, 0.999)",68.58993,U211054,Statua_05
1629536368392,"(-0.175, 1.722, -1.630)","(-0.009, 0.010, -0.039, 0.999)",75.09086,U211054,Statua_05
1629536368406,"(-0.176, 1.722, -1.630)","(-0.010, 0.011, -0.040, 0.999)",71.8690262,U211054,Statua_05
1629536368420,"(-0.176, 1.723, -1.630)","(-0.010, 0.013, -0.041, 0.999)",70.55819,U211054,Statua_05
1629536368435,"(-0.177, 1.723, -1.630)","(-0.011, 0.014, -0.042, 0.999)",67.79615,U211054,Statua_05
1629536368448,"(-0.178, 1.723, -1.630)","(-0.011, 0.016, -0.043, 0.999)",76.8929138,U211054,Statua_05
1629536368462,"(-0.179, 1.723, -1.630)","(-0.012, 0.018, -0.044, 0.999)",70.71835,U211054,Statua_05
1629536368476,"(-0.179, 1.723, -1.630)","(-0.012, 0.020, -0.044, 0.999)",73.18394,U211054,Statua_05
1629536368490,"(-0.180, 1.723, -1.630)","(-0.013, 0.022, -0.046, 0.999)",71.78184,U211054,Statua_05
1629536368504,"(-0.181, 1.723, -1.630)","(-0.013, 0.024, -0.047, 0.999)",72.14799,U211054,Statua_05
1629536368518,"(-0.181, 1.723, -1.630)","(-0.013, 0.026, -0.047, 0.998)",68.87574,U211054,Statua_05
1629536368532,"(-0.182, 1.723, -1.630)","(-0.013, 0.028, -0.048, 0.998)",74.2241745,U211054,Statua_05
1629536368545,"(-0.183, 1.722, -1.630)","(-0.013, 0.031, -0.049, 0.998)",72.87567,U211054,Statua_05
1629536368559,"(-0.184, 1.722, -1.630)","(-0.012, 0.033, -0.049, 0.998)",71.00054,U211054,Statua_05
1629536368574,"(-0.185, 1.722, -1.630)","(-0.012, 0.034, -0.049, 0.998)",70.19859,U211054,Statua_05
1629536368587,"(-0.185, 1.722, -1.629)","(-0.011, 0.036, -0.050, 0.998)",75.19419,U211054,Statua_05
1629536368601,"(-0.186, 1.721, -1.629)","(-0.010, 0.037, -0.050, 0.998)",70.5333,U211054,Statua_05
1629536368615,"(-0.187, 1.721, -1.629)","(-0.010, 0.038, -0.050, 0.998)",71.87833,U211054,Statua_05
1629536368629,"(-0.188, 1.721, -1.629)","(-0.009, 0.039, -0.050, 0.998)",71.5077438,U211054,Statua_05
1629536368643,"(-0.189, 1.721, -1.628)","(-0.008, 0.040, -0.051, 0.998)",73.2203751,U211054,Statua_05
1629536368657,"(-0.191, 1.721, -1.628)","(-0.007, 0.041, -0.051, 0.998)",70.36109,U211054,Statua_05
1629536368671,"(-0.192, 1.721, -1.628)","(-0.006, 0.041, -0.052, 0.998)",73.1042252,U211054,Statua_05
1629536368684,"(-0.193, 1.720, -1.627)","(-0.006, 0.042, -0.051, 0.998)",72.28515,U211054,Statua_05
1629536368699,"(-0.194, 1.720, -1.627)","(-0.005, 0.042, -0.051, 0.998)",69.85191,U211054,Statua_05
1629536368712,"(-0.195, 1.720, -1.626)","(-0.005, 0.042, -0.051, 0.998)",73.64909,U211054,Statua_05
1629536368726,"(-0.196, 1.720, -1.626)","(-0.004, 0.042, -0.051, 0.998)",71.73653,U211054,Statua_05
1629536368740,"(-0.198, 1.719, -1.626)","(-0.003, 0.042, -0.050, 0.998)",70.71986,U211054,Statua_05
1629536368755,"(-0.199, 1.719, -1.625)","(-0.002, 0.042, -0.050, 0.998)",70.85666,U211054,Statua_05
1629536368768,"(-0.200, 1.719, -1.625)","(-0.001, 0.042, -0.050, 0.998)",73.071106,U211054,Statua_05
1629536368782,"(-0.202, 1.718, -1.624)","(0.000, 0.042, -0.050, 0.998)",71.70515,U211054,Statua_05
1629536368796,"(-0.203, 1.718, -1.623)","(0.002, 0.041, -0.049, 0.998)",71.9590149,U211054,Statua_05
1629536368810,"(-0.204, 1.718, -1.623)","(0.003, 0.041, -0.049, 0.998)",71.75712,U211054,Statua_05
1629536368824,"(-0.206, 1.717, -1.622)","(0.004, 0.041, -0.049, 0.998)",73.0289459,U211054,Statua_05
1629536368838,"(-0.207, 1.717, -1.621)","(0.006, 0.040, -0.049, 0.998)",70.63793,U211054,Statua_05
1629536368852,"(-0.208, 1.717, -1.621)","(0.007, 0.040, -0.049, 0.998)",72.394,U211054,Statua_05
1629536368866,"(-0.210, 1.716, -1.620)","(0.009, 0.040, -0.049, 0.998)",72.13966,U211054,Statua_05
1629536368880,"(-0.211, 1.716, -1.619)","(0.009, 0.040, -0.049, 0.998)",71.233696,U211054,Statua_05
1629536368894,"(-0.213, 1.715, -1.618)","(0.010, 0.040, -0.050, 0.998)",71.55482,U211054,Statua_05
1629536368907,"(-0.214, 1.715, -1.617)","(0.011, 0.040, -0.050, 0.998)",72.77808,U211054,Statua_05
1629536368921,"(-0.215, 1.714, -1.616)","(0.013, 0.040, -0.050, 0.998)",71.4592,U211054,Statua_05
1629536368936,"(-0.217, 1.714, -1.615)","(0.015, 0.040, -0.050, 0.998)",70.49253,U211054,Statua_05
1629536368949,"(-0.218, 1.713, -1.613)","(0.016, 0.040, -0.050, 0.998)",72.84647,U211054,Statua_05
1629536368963,"(-0.219, 1.712, -1.612)","(0.018, 0.040, -0.051, 0.998)",73.2118,U211054,Statua_05
1629536368977,"(-0.221, 1.711, -1.611)","(0.020, 0.040, -0.051, 0.998)",69.97068,U211054,Statua_05
1629536368991,"(-0.222, 1.710, -1.609)","(0.023, 0.040, -0.051, 0.998)",73.28477,U211054,Statua_05
1629536369005,"(-0.223, 1.710, -1.608)","(0.025, 0.041, -0.052, 0.998)",72.161,U211054,Statua_05
1629536369019,"(-0.224, 1.709, -1.606)","(0.027, 0.041, -0.052, 0.997)",70.79446,U211054,Statua_05
1629536369033,"(-0.226, 1.708, -1.605)","(0.030, 0.042, -0.052, 0.997)",72.4558945,U211054,Statua_05
1629536369047,"(-0.227, 1.708, -1.603)","(0.032, 0.042, -0.052, 0.997)",72.27522,U211054,Statua_05
1629536369061,"(-0.228, 1.707, -1.601)","(0.034, 0.043, -0.052, 0.997)",70.6688843,U211054,Statua_05
1629536369074,"(-0.229, 1.706, -1.599)","(0.036, 0.043, -0.051, 0.997)",72.81518,U211054,Statua_05
1629536369088,"(-0.230, 1.706, -1.597)","(0.038, 0.044, -0.050, 0.997)",71.03181,U211054,Statua_05
1629536369102,"(-0.231, 1.705, -1.595)","(0.040, 0.044, -0.049, 0.997)",73.01562,U211054,Statua_05
1629536369116,"(-0.232, 1.705, -1.593)","(0.042, 0.045, -0.048, 0.997)",70.843605,U211054,Statua_05
1629536369130,"(-0.233, 1.705, -1.591)","(0.044, 0.045, -0.046, 0.997)",72.11625,U211054,Statua_05
1629536369144,"(-0.233, 1.704, -1.588)","(0.046, 0.045, -0.045, 0.997)",72.41916,U211054,Statua_05
1629536369158,"(-0.234, 1.704, -1.586)","(0.048, 0.046, -0.044, 0.997)",68.85772,U211054,Statua_05
1629536369172,"(-0.234, 1.704, -1.584)","(0.049, 0.046, -0.044, 0.997)",73.82253,U211054,Statua_05
1629536369186,"(-0.235, 1.704, -1.581)","(0.050, 0.046, -0.043, 0.997)",73.07912,U211054,Statua_05
1629536369200,"(-0.236, 1.703, -1.578)","(0.051, 0.046, -0.043, 0.997)",69.99468,U211054,Statua_05
1629536369214,"(-0.236, 1.703, -1.575)","(0.052, 0.046, -0.043, 0.997)",72.30501,U211054,Statua_05
1629536369228,"(-0.236, 1.703, -1.572)","(0.053, 0.046, -0.043, 0.997)",70.77391,U211054,Statua_05
1629536369242,"(-0.236, 1.702, -1.569)","(0.054, 0.046, -0.043, 0.997)",73.557,U211054,Statua_05
1629536369256,"(-0.236, 1.702, -1.566)","(0.055, 0.047, -0.042, 0.997)",71.49496,U211054,Statua_05
1629536369269,"(-0.236, 1.702, -1.563)","(0.056, 0.048, -0.042, 0.996)",72.02483,U211054,Statua_05
1629536369283,"(-0.236, 1.701, -1.559)","(0.057, 0.048, -0.042, 0.996)",72.70665,U211054,Statua_05
1629536369297,"(-0.236, 1.701, -1.556)","(0.058, 0.049, -0.042, 0.996)",70.6688843,U211054,Statua_05
1629536369311,"(-0.236, 1.700, -1.552)","(0.059, 0.050, -0.042, 0.996)",72.61109,U211054,Statua_05
1629536369325,"(-0.235, 1.700, -1.549)","(0.059, 0.051, -0.041, 0.996)",72.64221,U211054,Statua_05
1629536369339,"(-0.235, 1.699, -1.545)","(0.060, 0.051, -0.041, 0.996)",70.3047,U211054,Statua_05
1629536369353,"(-0.235, 1.699, -1.541)","(0.060, 0.051, -0.041, 0.996)",72.5037,U211054,Statua_05
1629536369367,"(-0.234, 1.698, -1.537)","(0.061, 0.051, -0.041, 0.996)",72.84117,U211054,Statua_05
