Timestamp,Position,Rotation,Fps,UserID,DisplayID
1629478472686,"(0.029, 1.800, -2.196)","(0.061, -0.001, 0.008, 0.998)",71.76587,U201851,Notredame_20
1629478472699,"(0.029, 1.800, -2.196)","(0.061, -0.001, 0.008, 0.998)",72.88736,U201851,Notredame_20
1629478472713,"(0.028, 1.800, -2.196)","(0.061, -0.001, 0.008, 0.998)",72.77702,U201851,Notredame_20
1629478472727,"(0.028, 1.800, -2.196)","(0.061, -0.001, 0.008, 0.998)",71.6681442,U201851,Notredame_20
1629478472741,"(0.028, 1.800, -2.196)","(0.061, -0.001, 0.008, 0.998)",71.658905,U201851,Notredame_20
1629478472755,"(0.028, 1.800, -2.196)","(0.061, 0.000, 0.008, 0.998)",72.48951,U201851,Notredame_20
1629478472769,"(0.028, 1.800, -2.195)","(0.061, 0.000, 0.008, 0.998)",71.1982,U201851,Notredame_20
1629478472783,"(0.028, 1.800, -2.195)","(0.061, 0.000, 0.008, 0.998)",71.96626,U201851,Notredame_20
1629478472797,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",72.27418,U201851,Notredame_20
1629478472811,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",70.46323,U201851,Notredame_20
1629478472825,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",72.39295,U201851,Notredame_20
1629478472838,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",72.748436,U201851,Notredame_20
1629478472852,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",70.88177,U201851,Notredame_20
1629478472866,"(0.028, 1.800, -2.195)","(0.062, 0.000, 0.008, 0.998)",72.2152,U201851,Notredame_20
1629478472880,"(0.028, 1.800, -2.194)","(0.063, 0.000, 0.008, 0.998)",71.2961655,U201851,Notredame_20
1629478472894,"(0.028, 1.800, -2.194)","(0.063, 0.000, 0.008, 0.998)",72.56736,U201851,Notredame_20
1629478472908,"(0.028, 1.800, -2.194)","(0.064, 0.000, 0.008, 0.998)",71.00356,U201851,Notredame_20
