UserID,DisplayID,Rating,StartTime,EndTime
U231502,Specchio_MQ,2,1629723844295,1629723852365
U231502,Specchio_LQ,2,1629723870464,1629723875434
U231502,Specchio_HQ,1,1629723893536,1629723896862
U231502,Pagoda_05,4,1629723914963,1629723921465
U231502,Gufo_01,5,1629723939555,1629723945149
U231502,Pagoda_20,3,1629723963251,1629723965965
U231502,Statua_10,2,1629723984066,1629723986390
U231502,Notredame_20,4,1629724004491,1629724007414
U231502,Statua_05,5,1629724025516,1629724032574
U231502,Notredame_10,2,1629724050675,1629724053042
U231502,Pagoda_50,3,1629724071142,1629724073314
U231502,Drago_01,5,1629724091416,1629724092543
U231502,Statua_01,4,1629724110643,1629724112174
U231502,Gufo_10,4,1629724130275,1629724132865
U231502,Drago_05,3,1629724150966,1629724153165
U231502,Notredame_50,1,1629724171206,1629724173210
U231502,Drago_10,5,1629724191312,1629724195307
U231502,Gufo_20,4,1629724213408,1629724215162
