UserID,DisplayID,Rating,StartTime,EndTime
U081722,Specchio_HQ,3,1628436250730,1628436256528
U081722,Specchio_LQ,2,1628436274625,1628436279845
U081722,Specchio_MQ,3,1628436297945,1628436307105
U081722,Statua_01,4,1628436325204,1628436327529
U081722,Gufo_10,4,1628436345629,1628436349582
U081722,Drago_10,5,1628436367682,1628436373667
U081722,Statua_05,5,1628436391767,1628436400510
U081722,Notredame_50,1,1628436418623,1628436421101
U081722,Statua_10,1,1628436439200,1628436441943
U081722,Drago_05,5,1628436460042,1628436463814
U081722,Pagoda_05,2,1628436481914,1628436485060
U081722,Drago_01,3,1628436503159,1628436507474
U081722,Gufo_01,4,1628436525574,1628436534025
U081722,Pagoda_20,2,1628436552125,1628436554866
U081722,Pagoda_50,1,1628436572966,1628436576641
U081722,Notredame_20,1,1628436594741,1628436598025
U081722,Notredame_10,1,1628436616125,1628436617948
U081722,Gufo_20,4,1628436636048,1628436639096
