UserID,DisplayID,Rating,StartTime,EndTime
U251933,Specchio_HQ,4,1629912937209,1629912942356
U251933,Specchio_LQ,4,1629912960454,1629912965049
U251933,Specchio_MQ,4,1629912983150,1629912987410
U251933,Notredame_20,4,1629913005511,1629913009743
U251933,Gufo_10,5,1629913027847,1629913031352
U251933,Statua_01,4,1629913049439,1629913060341
U251933,Drago_10,5,1629913078442,1629913087143
U251933,Gufo_01,5,1629913105244,1629913107987
U251933,Notredame_50,2,1629913126087,1629913130738
U251933,Statua_05,4,1629913148838,1629913152319
U251933,Drago_01,4,1629913170420,1629913174095
U251933,Gufo_20,4,1629913192196,1629913200912
U251933,Drago_05,5,1629913219016,1629913221560
U251933,Pagoda_50,4,1629913239665,1629913245467
U251933,Statua_10,1,1629913263567,1629913268092
U251933,Pagoda_20,4,1629913286194,1629913293489
U251933,Notredame_10,2,1629913311590,1629913320988
U251933,Pagoda_05,2,1629913339088,1629913341928
