UserID,DisplayID,Rating,StartTime,EndTime
U082052,Specchio_HQ,3,1628448796575,1628448806525
U082052,Specchio_LQ,3,1628448824624,1628448829872
U082052,Specchio_MQ,3,1628448847976,1628448854586
U082052,Pagoda_05,4,1628448872688,1628448878938
U082052,Drago_01,3,1628448897026,1628448900575
U082052,Statua_10,3,1628448918676,1628448927991
U082052,Pagoda_20,4,1628448946092,1628448949126
U082052,Gufo_20,3,1628448967231,1628448972086
U082052,Notredame_50,4,1628448990201,1628448995268
U082052,Notredame_10,4,1628449013356,1628449017128
U082052,Gufo_10,4,1628449035230,1628449039462
U082052,Gufo_01,4,1628449057563,1628449061182
U082052,Statua_05,4,1628449079284,1628449081872
U082052,Notredame_20,4,1628449099974,1628449103885
U082052,Statua_01,3,1628449121987,1628449125829
U082052,Drago_05,4,1628449143933,1628449147995
U082052,Drago_10,4,1628449166097,1628449169130
U082052,Pagoda_50,2,1628449187232,1628449189111
