UserID,DisplayID,Rating,StartTime,EndTime
U251838,Specchio_HQ,3,1629909634025,1629909647525
U251838,Specchio_LQ,2,1629909665621,1629909680490
U251838,Specchio_MQ,4,1629909698590,1629909712553
U251838,Gufo_20,5,1629909730656,1629909739673
U251838,Drago_01,3,1629909757773,1629909765166
U251838,Notredame_50,1,1629909783292,1629909798816
U251838,Pagoda_20,3,1629909816915,1629909830851
U251838,Statua_01,4,1629909848951,1629909877366
U251838,Pagoda_50,3,1629909895465,1629909900560
U251838,Notredame_20,5,1629909918659,1629909923740
U251838,Drago_10,5,1629909941826,1629909950527
U251838,Notredame_10,4,1629909968627,1629909974738
U251838,Statua_10,1,1629909992837,1629909997362
U251838,Gufo_01,3,1629910015463,1629910020320
U251838,Gufo_10,5,1629910038419,1629910041370
U251838,Drago_05,5,1629910059470,1629910065303
U251838,Statua_05,5,1629910083388,1629910086687
U251838,Pagoda_05,4,1629910104773,1629910111177
