UserID,DisplayID,Rating,StartTime,EndTime
U081104,Specchio_LQ,4,1628413498721,1628413521047
U081104,Specchio_MQ,4,1628413539147,1628413547093
U081104,Specchio_HQ,5,1628413565193,1628413571095
U081104,Drago_01,4,1628413589198,1628413601530
U081104,Pagoda_20,5,1628413619629,1628413625713
U081104,Pagoda_05,4,1628413643813,1628413649561
U081104,Notredame_50,3,1628413667675,1628413699209
U081104,Drago_05,4,1628413717308,1628413720746
U081104,Notredame_20,5,1628413738832,1628413746475
U081104,Statua_01,2,1628413764574,1628413770337
U081104,Gufo_20,4,1628413788437,1628413791792
U081104,Statua_05,4,1628413809892,1628413819177
U081104,Pagoda_50,5,1628413837276,1628413846855
U081104,Gufo_10,3,1628413864941,1628413868643
U081104,Gufo_01,4,1628413886743,1628413892005
U081104,Statua_10,3,1628413910104,1628413913765
U081104,Notredame_10,4,1628413931851,1628413935164
U081104,Drago_10,4,1628413953263,1628413957105
