UserID,DisplayID,Rating,StartTime,EndTime
U251309,Specchio_MQ,4,1629889997066,1629890004719
U251309,Specchio_LQ,5,1629890022817,1629890025852
U251309,Specchio_HQ,5,1629890043952,1629890048561
U251309,Notredame_20,4,1629890066662,1629890073859
U251309,Drago_05,5,1629890091963,1629890094062
U251309,Gufo_20,5,1629890112164,1629890115463
U251309,Statua_05,5,1629890133564,1629890136223
U251309,Drago_01,5,1629890154324,1629890159001
U251309,Gufo_10,5,1629890177102,1629890179246
U251309,Notredame_50,3,1629890197347,1629890207093
U251309,Statua_01,4,1629890225195,1629890228563
U251309,Drago_10,5,1629890246664,1629890251523
U251309,Pagoda_50,4,1629890269624,1629890277782
U251309,Statua_10,4,1629890295883,1629890298834
U251309,Pagoda_20,4,1629890316936,1629890320806
U251309,Gufo_01,5,1629890338911,1629890342902
U251309,Pagoda_05,3,1629890360989,1629890369969
U251309,Notredame_10,3,1629890388070,1629890391760
