UserID,DisplayID,Rating,StartTime,EndTime
U211054,Specchio_LQ,3,1629536177414,1629536184732
U211054,Specchio_HQ,3,1629536202829,1629536211600
U211054,Specchio_MQ,4,1629536229700,1629536233068
U211054,Notredame_50,2,1629536251167,1629536254536
U211054,Gufo_10,4,1629536272639,1629536278246
U211054,Notredame_20,4,1629536296345,1629536302248
U211054,Notredame_10,2,1629536320348,1629536322825
U211054,Pagoda_50,2,1629536340925,1629536345059
U211054,Gufo_20,2,1629536363159,1629536365038
U211054,Statua_05,4,1629536383137,1629536388705
U211054,Pagoda_20,5,1629536406805,1629536409074
U211054,Drago_05,4,1629536427173,1629536429846
U211054,Drago_01,4,1629536447932,1629536453180
U211054,Statua_10,1,1629536471293,1629536475776
U211054,Gufo_01,4,1629536493875,1629536496408
U211054,Drago_10,3,1629536514509,1629536516345
U211054,Statua_01,4,1629536534448,1629536541280
U211054,Pagoda_05,4,1629536559380,1629536562359
