UserID,DisplayID,Rating,StartTime,EndTime
U261858,Specchio_LQ,2,1629997189514,1629997193368
U261858,Specchio_MQ,4,1629997211473,1629997214984
U261858,Specchio_HQ,5,1629997233091,1629997237782
U261858,Gufo_01,4,1629997255889,1629997261553
U261858,Statua_05,2,1629997279659,1629997283005
U261858,Gufo_20,5,1629997301111,1629997319369
U261858,Statua_01,3,1629997337474,1629997341237
U261858,Pagoda_50,5,1629997359343,1629997361202
U261858,Notredame_10,1,1629997387666,1629997396949
U261858,Notredame_20,2,1629997415049,1629997416273
U261858,Drago_01,2,1629997434376,1629997436850
U261858,Pagoda_20,3,1629997454950,1629997457831
U261858,Pagoda_05,1,1629997475931,1629997477337
U261858,Drago_05,1,1629997495436,1629997497134
U261858,Drago_10,4,1629997515234,1629997524700
U261858,Gufo_10,2,1629997542803,1629997544317
U261858,Notredame_50,2,1629997562445,1629997564977
U261858,Statua_10,5,1629997583105,1629997585861
