UserID,DisplayID,Rating,StartTime,EndTime
U231607,Specchio_MQ,5,1629727778335,1629727804938
U231607,Specchio_LQ,5,1629727823036,1629727827296
U231607,Specchio_HQ,5,1629727845397,1629727855491
U231607,Notredame_50,5,1629727873619,1629727886346
U231607,Notredame_20,5,1629727904433,1629727910837
U231607,Pagoda_20,5,1629727928938,1629727935593
U231607,Notredame_10,5,1629727953683,1629727963091
U231607,Statua_10,3,1629727981220,1629727993333
U231607,Gufo_20,3,1629728011434,1629728014330
U231607,Pagoda_50,5,1629728032431,1629728036886
U231607,Gufo_10,3,1629728054987,1629728056615
U231607,Drago_05,5,1629728074719,1629728076261
U231607,Pagoda_05,5,1629728094366,1629728095879
U231607,Drago_01,5,1629728113980,1629728117043
U231607,Drago_10,5,1629728135144,1629728138235
U231607,Gufo_01,3,1629728156339,1629728158591
U231607,Statua_05,5,1629728176691,1629728179907
U231607,Statua_01,5,1629728198008,1629728199846
