UserID,DisplayID,Rating,StartTime,EndTime
U082042,Specchio_HQ,3,1628448210116,1628448216000
U082042,Specchio_MQ,4,1628448234098,1628448237245
U082042,Specchio_LQ,4,1628448255346,1628448258325
U082042,Drago_01,4,1628448276426,1628448281675
U082042,Drago_05,5,1628448299776,1628448301543
U082042,Statua_01,3,1628448319644,1628448322790
U082042,Notredame_50,1,1628448340905,1628448344274
U082042,Gufo_01,3,1628448362376,1628448365758
U082042,Notredame_20,4,1628448383859,1628448386699
U082042,Statua_05,4,1628448404800,1628448408531
U082042,Gufo_20,3,1628448426632,1628448428372
U082042,Drago_10,3,1628448446473,1628448448185
U082042,Gufo_10,3,1628448466289,1628448468290
U082042,Notredame_10,5,1628448486394,1628448488660
U082042,Pagoda_50,5,1628448506761,1628448509281
U082042,Pagoda_05,5,1628448527382,1628448530041
U082042,Statua_10,2,1628448548159,1628448551663
U082042,Pagoda_20,4,1628448569768,1628448572605
