UserID,DisplayID,Rating,StartTime,EndTime
U081820,Specchio_HQ,4,1628439724842,1628439735875
U081820,Specchio_MQ,4,1628439753977,1628439760936
U081820,Specchio_LQ,4,1628439779037,1628439780665
U081820,Notredame_50,4,1628439798780,1628439803082
U081820,Drago_01,5,1628439821186,1628439829118
U081820,Pagoda_05,5,1628439847220,1628439856631
U081820,Gufo_20,3,1628439874732,1628439876221
U081820,Drago_05,4,1628439894308,1628439898262
U081820,Notredame_10,5,1628439916365,1628439926220
U081820,Statua_01,3,1628439944322,1628439946577
U081820,Drago_10,3,1628439964677,1628439968687
U081820,Gufo_01,3,1628439986788,1628439992218
U081820,Notredame_20,4,1628440010318,1628440012170
U081820,Statua_05,4,1628440030271,1628440031886
U081820,Gufo_10,4,1628440049987,1628440051768
U081820,Statua_10,4,1628440069883,1628440071497
U081820,Pagoda_20,5,1628440089599,1628440094541
U081820,Pagoda_50,5,1628440112642,1628440114327
