UserID,DisplayID,Rating,StartTime,EndTime
U231237,Specchio_LQ,3,1629715087308,1629715119675
U231237,Specchio_HQ,4,1629715137777,1629715141463
U231237,Specchio_MQ,4,1629715159564,1629715162974
U231237,Drago_05,4,1629715181061,1629715200122
U231237,Pagoda_20,2,1629715218209,1629715223694
U231237,Statua_10,3,1629715241809,1629715262764
U231237,Gufo_01,2,1629715280865,1629715284874
U231237,Notredame_50,3,1629715302975,1629715308321
U231237,Notredame_20,2,1629715326423,1629715335068
U231237,Drago_10,4,1629715353169,1629715356176
U231237,Pagoda_05,1,1629715374277,1629715376825
U231237,Statua_05,4,1629715394926,1629715398949
U231237,Gufo_20,4,1629715417054,1629715420850
U231237,Pagoda_50,4,1629715438952,1629715442460
U231237,Notredame_10,1,1629715460561,1629715462565
U231237,Drago_01,3,1629715480669,1629715484940
U231237,Statua_01,2,1629715503041,1629715509460
U231237,Gufo_10,4,1629715527561,1629715532907
