UserID,DisplayID,Rating,StartTime,EndTime
U212339,Specchio_HQ,3,1629582016215,1629582022333
U212339,Specchio_LQ,3,1629582040418,1629582045639
U212339,Specchio_MQ,4,1629582063740,1629582066621
U212339,Gufo_10,4,1629582084708,1629582087200
U212339,Drago_01,4,1629582105302,1629582111538
U212339,Notredame_10,5,1629582129553,1629582134092
U212339,Drago_10,5,1629582152193,1629582154504
U212339,Drago_05,5,1629582172605,1629582176168
U212339,Notredame_50,2,1629582194255,1629582200826
U212339,Statua_05,4,1629582218917,1629582228033
U212339,Statua_10,2,1629582246133,1629582249015
U212339,Statua_01,3,1629582267120,1629582269859
U212339,Gufo_01,3,1629582287946,1629582290828
U212339,Gufo_20,4,1629582308932,1629582312172
U212339,Pagoda_05,4,1629582330276,1629582336524
U212339,Pagoda_20,5,1629582354629,1629582356435
U212339,Notredame_20,5,1629582374536,1629582379103
U212339,Pagoda_50,5,1629582397189,1629582403691
