UserID,DisplayID,Rating,StartTime,EndTime
U231254,Specchio_HQ,3,1629716103040,1629716126827
U231254,Specchio_LQ,2,1629716144929,1629716147153
U231254,Specchio_MQ,3,1629716165254,1629716167509
U231254,Statua_10,3,1629716185624,1629716193282
U231254,Pagoda_20,4,1629716211383,1629716215489
U231254,Notredame_20,3,1629716233591,1629716235692
U231254,Drago_10,4,1629716253780,1629716258527
U231254,Gufo_01,3,1629716276628,1629716280052
U231254,Gufo_20,3,1629716298153,1629716300854
U231254,Statua_05,2,1629716318958,1629716323674
U231254,Pagoda_05,2,1629716341775,1629716343446
U231254,Notredame_10,2,1629716361548,1629716365695
U231254,Notredame_50,3,1629716383813,1629716385397
U231254,Pagoda_50,4,1629716403498,1629716405350
U231254,Drago_01,3,1629716423451,1629716425664
U231254,Statua_01,2,1629716443765,1629716447830
U231254,Drago_05,3,1629716465931,1629716469731
U231254,Gufo_10,5,1629716487832,1629716489712
