UserID,DisplayID,Rating,StartTime,EndTime
U201840,Specchio_HQ,3,1629477712045,1629477741766
U201840,Specchio_MQ,4,1629477759864,1629477765211
U201840,Specchio_LQ,4,1629477783312,1629477790594
U201840,Notredame_50,3,1629477808697,1629477816394
U201840,Pagoda_50,4,1629477834497,1629477836666
U201840,Notredame_10,4,1629477854767,1629477856730
U201840,Statua_10,2,1629477874830,1629477878895
U201840,Gufo_20,4,1629477896996,1629477899586
U201840,Gufo_01,3,1629477917687,1629477948095
U201840,Pagoda_20,4,1629477966196,1629477968576
U201840,Statua_05,4,1629477986678,1629477988223
U201840,Notredame_20,3,1629478006327,1629478014051
U201840,Drago_10,5,1629478032151,1629478033543
U201840,Gufo_10,3,1629478051648,1629478053356
U201840,Pagoda_05,3,1629478071458,1629478073197
U201840,Statua_01,4,1629478091298,1629478098454
U201840,Drago_05,4,1629478116555,1629478119590
U201840,Drago_01,4,1629478137691,1629478140545
