UserID,DisplayID,Rating,StartTime,EndTime
U152238,Specchio_HQ,3,1629059976252,1629059984935
U152238,Specchio_MQ,4,1629060003018,1629060008505
U152238,Specchio_LQ,3,1629060026602,1629060040357
U152238,Drago_01,4,1629060058456,1629060072782
U152238,Statua_05,4,1629060090882,1629060100585
U152238,Pagoda_20,4,1629060118684,1629060127872
U152238,Drago_05,3,1629060145972,1629060149995
U152238,Gufo_10,4,1629060168095,1629060172048
U152238,Notredame_10,3,1629060190150,1629060201466
U152238,Statua_10,2,1629060219607,1629060223351
U152238,Gufo_01,4,1629060241451,1629060245613
U152238,Notredame_50,1,1629060263712,1629060275018
U152238,Pagoda_05,2,1629060293117,1629060302542
U152238,Statua_01,3,1629060320642,1629060322632
U152238,Drago_10,4,1629060340731,1629060354082
U152238,Pagoda_50,2,1629060372182,1629060373796
U152238,Gufo_20,4,1629060391896,1629060396336
U152238,Notredame_20,3,1629060414436,1629060421118
