UserID,DisplayID,Rating,StartTime,EndTime
U171745,Specchio_MQ,2,1629215162347,1629215172644
U171745,Specchio_LQ,3,1629215190743,1629215195992
U171745,Specchio_HQ,5,1629215214093,1629215217963
U171745,Pagoda_50,3,1629215236064,1629215240366
U171745,Statua_01,3,1629215258470,1629215263841
U171745,Drago_10,4,1629215281944,1629215284684
U171745,Notredame_20,4,1629215302785,1629215306112
U171745,Pagoda_05,3,1629215324213,1629215327471
U171745,Pagoda_20,4,1629215345572,1629215347409
U171745,Notredame_10,3,1629215365510,1629215368559
U171745,Gufo_10,5,1629215386660,1629215388427
U171745,Notredame_50,4,1629215406542,1629215411025
U171745,Gufo_20,5,1629215429127,1629215430908
U171745,Drago_01,5,1629215449009,1629215450638
U171745,Statua_05,3,1629215468739,1629215471509
U171745,Gufo_01,5,1629215489596,1629215491586
U171745,Drago_05,4,1629215509674,1629215512333
U171745,Statua_10,3,1629215530448,1629215533162
