UserID,DisplayID,Rating,StartTime,EndTime
U231530,Specchio_HQ,5,1629725525162,1629725527189
U231530,Specchio_LQ,3,1629725545288,1629725547933
U231530,Specchio_MQ,2,1629725566034,1629725567997
U231530,Pagoda_50,4,1629725586097,1629725589119
U231530,Drago_01,4,1629725607222,1629725609948
U231530,Pagoda_05,5,1629725628049,1629725630805
U231530,Gufo_01,3,1629725648906,1629725651844
U231530,Statua_10,3,1629725669944,1629725672408
U231530,Pagoda_20,4,1629725690510,1629725695925
U231530,Notredame_50,4,1629725714042,1629725717186
U231530,Statua_05,4,1629725735287,1629725737710
U231530,Notredame_10,4,1629725755814,1629725758344
U231530,Gufo_10,5,1629725776445,1629725779271
U231530,Drago_10,4,1629725797358,1629725800254
U231530,Drago_05,4,1629725818355,1629725821153
U231530,Statua_01,3,1629725839254,1629725842094
U231530,Gufo_20,5,1629725860198,1629725862812
U231530,Notredame_20,5,1629725880913,1629725883641
