UserID,DisplayID,Rating,StartTime,EndTime
U141843,Specchio_MQ,4,1628959549073,1628959570306
U141843,Specchio_HQ,3,1628959588410,1628959656568
U141843,Specchio_LQ,2,1628959674675,1628959686101
U141843,Notredame_10,4,1628959704210,1628959715522
U141843,Drago_10,3,1628959733628,1628959747554
U141843,Notredame_50,1,1628959765660,1628959779447
U141843,Statua_10,2,1628959797567,1628959801204
U141843,Gufo_01,4,1628959819310,1628959821975
U141843,Drago_01,4,1628959853795,1628959855876
U141843,Statua_05,2,1628959873986,1628959879161
U141843,Pagoda_20,2,1628959897268,1628959901293
U141843,Drago_05,3,1628959919399,1628959922967
U141843,Notredame_20,2,1628959941073,1628959945543
U141843,Statua_01,3,1628959963649,1628959966634
U141843,Gufo_20,4,1628959984740,1628959987822
U141843,Pagoda_50,3,1628960005928,1628960009051
U141843,Gufo_10,5,1628960027160,1628960029531
U141843,Pagoda_05,2,1628960047637,1628960054926
