UserID,DisplayID,Rating,StartTime,EndTime
U212244,Specchio_MQ,1,1629578729160,1629578755466
U212244,Specchio_HQ,3,1629578773567,1629578779312
U212244,Specchio_LQ,4,1629578797412,1629578800307
U212244,Drago_05,5,1629578818407,1629578820272
U212244,Gufo_10,4,1629578838372,1629578840640
U212244,Statua_05,5,1629578858740,1629578860856
U212244,Statua_10,1,1629578878968,1629578880819
U212244,Gufo_20,4,1629578898920,1629578901662
U212244,Drago_10,3,1629578919762,1629578922099
U212244,Pagoda_20,2,1629578940199,1629578942593
U212244,Pagoda_50,1,1629578960693,1629578962265
U212244,Pagoda_05,4,1629578980351,1629578982578
U212244,Notredame_50,1,1629579000719,1629579003016
U212244,Drago_01,5,1629579021115,1629579027826
U212244,Notredame_20,3,1629579045927,1629579056269
U212244,Notredame_10,1,1629579074370,1629579077751
U212244,Statua_01,4,1629579095850,1629579100055
U212244,Gufo_01,5,1629579118157,1629579121940
