UserID,DisplayID,Rating,StartTime,EndTime
U212351,Specchio_MQ,3,1629582705737,1629582714712
U212351,Specchio_HQ,4,1629582732811,1629582742988
U212351,Specchio_LQ,2,1629582761089,1629582763191
U212351,Notredame_50,3,1629582781306,1629582787585
U212351,Statua_05,3,1629582805672,1629582813511
U212351,Gufo_20,3,1629582831598,1629582835913
U212351,Gufo_10,2,1629582854014,1629582856673
U212351,Drago_05,4,1629582874774,1629582877029
U212351,Notredame_20,4,1629582895131,1629582899557
U212351,Pagoda_50,5,1629582917659,1629582919148
U212351,Drago_01,2,1629582937249,1629582939838
U212351,Pagoda_20,5,1629582957939,1629582962533
U212351,Statua_10,1,1629582980620,1629582982318
U212351,Notredame_10,2,1629583000419,1629583005236
U212351,Pagoda_05,3,1629583023337,1629583026386
U212351,Statua_01,2,1629583044473,1629583048886
U212351,Gufo_01,3,1629583066988,1629583071818
U212351,Drago_10,4,1629583089920,1629583092383
