UserID,DisplayID,Rating,StartTime,EndTime
U251851,Specchio_HQ,5,1629910451567,1629910460094
U251851,Specchio_LQ,3,1629910478191,1629910488298
U251851,Specchio_MQ,3,1629910506398,1629910517243
U251851,Gufo_01,2,1629910535342,1629910541426
U251851,Gufo_20,3,1629910559525,1629910576941
U251851,Notredame_10,4,1629910595044,1629910608851
U251851,Gufo_10,3,1629910626951,1629910638227
U251851,Pagoda_50,5,1629910656313,1629910666698
U251851,Pagoda_20,5,1629910684784,1629910709885
U251851,Drago_05,2,1629910727985,1629910737995
U251851,Statua_05,2,1629910756094,1629910766730
U251851,Drago_10,3,1629910784830,1629910791470
U251851,Notredame_20,4,1629910809573,1629910815305
U251851,Pagoda_05,2,1629910833405,1629910835256
U251851,Statua_01,1,1629910853355,1629910856028
U251851,Drago_01,2,1629910874128,1629910877441
U251851,Statua_10,2,1629910895554,1629910901582
U251851,Notredame_50,1,1629910919695,1629910921449
