UserID,DisplayID,Rating,StartTime,EndTime
U211044,Specchio_MQ,3,1629535562257,1629535579486
U211044,Specchio_LQ,2,1629535597585,1629535621394
U211044,Specchio_HQ,2,1629535639495,1629535646191
U211044,Statua_10,4,1629535664306,1629535670362
U211044,Notredame_50,3,1629535688477,1629535692375
U211044,Gufo_20,5,1629535710476,1629535712286
U211044,Notredame_20,3,1629535730387,1629535733087
U211044,Statua_01,4,1629535751189,1629535755476
U211044,Pagoda_50,4,1629535773577,1629535778575
U211044,Pagoda_05,4,1629535796679,1629535800379
U211044,Drago_10,4,1629535818480,1629535820764
U211044,Drago_05,4,1629535838864,1629535842567
U211044,Notredame_10,4,1629535860672,1629535865820
U211044,Statua_05,5,1629535883921,1629535885730
U211044,Gufo_01,4,1629535903834,1629535905877
U211044,Pagoda_20,5,1629535923978,1629535925676
U211044,Gufo_10,4,1629535943778,1629535946868
U211044,Drago_01,3,1629535964969,1629535969856
