UserID,DisplayID,Rating,StartTime,EndTime
U271516,Specchio_MQ,3,1630070300395,1630070315093
U271516,Specchio_LQ,3,1630070333193,1630070337937
U271516,Specchio_HQ,2,1630070356036,1630070363777
U271516,Drago_01,5,1630070381876,1630070384381
U271516,Statua_10,3,1630070402495,1630070405738
U271516,Statua_05,5,1630070423839,1630070426887
U271516,Gufo_20,5,1630070444986,1630070447575
U271516,Gufo_01,5,1630070465674,1630070471438
U271516,Pagoda_20,5,1630070489537,1630070491625
U271516,Pagoda_50,3,1630070509725,1630070512996
U271516,Drago_10,4,1630070531099,1630070533643
U271516,Drago_05,3,1630070551742,1630070555264
U271516,Notredame_10,5,1630070573363,1630070576008
U271516,Notredame_50,1,1630070594135,1630070596112
U271516,Pagoda_05,2,1630070614211,1630070617803
U271516,Gufo_10,3,1630070635889,1630070637294
U271516,Statua_01,3,1630070655380,1630070657899
U271516,Notredame_20,2,1630070675999,1630070678073
