UserID,DisplayID,Rating,StartTime,EndTime
U231858,Specchio_HQ,4,1629738089837,1629738096612
U231858,Specchio_MQ,5,1629738114709,1629738117479
U231858,Specchio_LQ,3,1629738135579,1629738139407
U231858,Gufo_20,4,1629738157509,1629738161126
U231858,Statua_05,3,1629738179225,1629738181912
U231858,Notredame_50,3,1629738200025,1629738207181
U231858,Notredame_20,5,1629738225280,1629738229304
U231858,Drago_01,3,1629738247403,1629738250354
U231858,Pagoda_20,4,1629738268453,1629738273117
U231858,Notredame_10,3,1629738291216,1629738294376
U231858,Drago_10,4,1629738312476,1629738316680
U231858,Statua_01,4,1629738334779,1629738336867
U231858,Statua_10,2,1629738354983,1629738356511
U231858,Pagoda_05,3,1629738374611,1629738377270
U231858,Gufo_01,3,1629738395355,1629738398125
U231858,Gufo_10,5,1629738416226,1629738419245
U231858,Pagoda_50,5,1629738437345,1629738439238
U231858,Drago_05,4,1629738457337,1629738465119
