UserID,DisplayID,Rating,StartTime,EndTime
U081220,Specchio_LQ,4,1628418118221,1628418127000
U081220,Specchio_MQ,5,1628418145100,1628418148508
U081220,Specchio_HQ,3,1628418166607,1628418171451
U081220,Statua_01,4,1628418189551,1628418192781
U081220,Statua_10,4,1628418210896,1628418213539
U081220,Notredame_10,4,1628418231639,1628418236539
U081220,Drago_10,5,1628418254638,1628418265413
U081220,Statua_05,5,1628418283513,1628418287202
U081220,Gufo_01,5,1628418305302,1628418312387
U081220,Notredame_50,2,1628418330500,1628418334746
U081220,Pagoda_20,3,1628418352847,1628418356340
U081220,Drago_05,4,1628418374442,1628418377794
U081220,Gufo_20,5,1628418395894,1628418398539
U081220,Gufo_10,5,1628418416638,1628418419687
U081220,Pagoda_05,5,1628418437786,1628418441085
U081220,Pagoda_50,3,1628418459171,1628418462901
U081220,Notredame_20,4,1628418481001,1628418485024
U081220,Drago_01,5,1628418503123,1628418505699
