UserID,DisplayID,Rating,StartTime,EndTime
U241934,Specchio_LQ,3,1629826611945,1629826617049
U241934,Specchio_HQ,5,1629826635147,1629826638570
U241934,Specchio_MQ,4,1629826656670,1629826659913
U241934,Statua_01,2,1629826678013,1629826681173
U241934,Notredame_20,2,1629826699273,1629826701527
U241934,Gufo_01,2,1629826719627,1629826721631
U241934,Notredame_10,1,1629826739731,1629826741596
U241934,Gufo_20,1,1629826759682,1629826761477
U241934,Statua_10,1,1629826779576,1629826780898
U241934,Drago_10,5,1629826799314,1629826807194
U241934,Pagoda_20,3,1629826825293,1629826826852
U241934,Statua_05,4,1629826844952,1629826846816
U241934,Drago_01,2,1629826864916,1629826867463
U241934,Pagoda_50,4,1629826885566,1629826887706
U241934,Pagoda_05,2,1629826905792,1629826907379
U241934,Gufo_10,3,1629826925464,1629826927009
U241934,Drago_05,4,1629826945111,1629826946695
U241934,Notredame_50,1,1629826964823,1629826966325
