UserID,DisplayID,Rating,StartTime,EndTime
U221200,Specchio_LQ,4,1629626816730,1629626820623
U221200,Specchio_HQ,2,1629626838720,1629626841072
U221200,Specchio_MQ,3,1629626859172,1629626863752
U221200,Pagoda_20,2,1629626881852,1629626892126
U221200,Notredame_20,2,1629626910225,1629626919093
U221200,Statua_01,3,1629626937193,1629626941717
U221200,Gufo_20,3,1629626959817,1629626963088
U221200,Gufo_10,2,1629626981187,1629626986672
U221200,Drago_05,3,1629627004772,1629627010702
U221200,Notredame_50,1,1629627028816,1629627030207
U221200,Gufo_01,2,1629627048307,1629627052302
U221200,Notredame_10,4,1629627070401,1629627076123
U221200,Drago_10,3,1629627094223,1629627098844
U221200,Drago_01,2,1629627116944,1629627118865
U221200,Statua_10,1,1629627136964,1629627138411
U221200,Statua_05,3,1629627156511,1629627161453
U221200,Pagoda_50,2,1629627179552,1629627183742
U221200,Pagoda_05,4,1629627201842,1629627203122
